universe_id,E,I,vacuum_energy,quantum_correction,entanglement_entropy,information_bound,scale_factor
156,0.766,0.2795248560697346,0.7491116039749417,1.269040883243464e-07,0.19375186588116106,0.09932461901137489,1.0
145,0.766,0.2981881486654582,0.7505412121877741,1.3537721005417192e-07,0.20668827452385213,0.11731368080316595,1.0
101,0.7397080186629683,0.4121027915391916,0.7332061916713133,1.8709437790803235e-07,0.28564788805627356,0.29339083350609035,1.0
127,0.766,0.26515655959868534,0.7480109924652594,1.2038089181842444e-07,0.18379252169280383,0.0871902948208961,1.0
141,0.766,0.19356844218080765,0.7425273426710499,8.787993679242278e-08,0.1341714199430076,0.04460343727589424,1.0
139,0.7536107869816815,0.24782678547494055,0.7346067415162885,1.1251318653824703e-07,0.17178043761918946,0.07434864939717295,1.0
42,0.72,0.48941717198647755,0.7192380363830264,2.221950523274005e-07,0.3392381328800487,0.4735675947812034,1.0
15,0.7520508828544349,0.3238725297959284,0.7388052009082459,1.4703790104733433e-07,0.22449133088886464,0.14663076424379098,1.0
126,0.766,0.3668443531087882,0.7558002774481332,1.6654707864903178e-07,0.25427712906169353,0.2089020235516672,1.0
65,0.72,0.32963127486865806,0.7077334517905434,1.4965236726555415e-07,0.2284829887995907,0.15398430219843792,1.0
