universe_id,seed
0,4134512214
1,1476055837
2,3079953691
3,2693350145
4,3426203657
5,2177458475
6,2194768758
7,1204604554
8,3021871386
9,2808000297
10,3340175432
11,3955072461
12,3544107684
13,2026394384
14,4045431807
15,4229830124
16,2422458581
17,1473429593
18,2691784528
19,3243036089
20,2465768478
21,2845460301
22,2933814548
23,247712227
24,2503008461
25,2784440385
26,2379161304
27,2512951142
28,2204239750
29,1785399998
30,2591430811
31,4132520718
32,1840174154
33,2392007542
34,237986203
35,759019906
36,2674954778
37,2070846832
38,167135897
39,3735109798
40,957562758
41,172505096
42,4085558260
43,602158220
44,794116234
45,47886323
46,3468129618
47,493900591
48,2712698836
49,377227012
50,3897556063
51,2641409158
52,4195830783
53,2887036867
54,901883060
55,357992905
56,669925842
57,3868900462
58,1126808435
59,3569118137
60,2472968914
61,447772468
62,1523647243
63,4163915907
64,721373314
65,3632370010
66,4239877683
67,239333773
68,4071537156
69,507252202
70,2571888251
71,445719402
72,1463385547
73,2369455779
74,3614953665
75,2181701429
76,2415188170
77,2135033352
78,2399752612
79,2482723446
80,289844841
81,3140625673
82,3966915428
83,2551097511
84,2268239169
85,2449335847
86,2378275984
87,3728591451
88,2029870136
89,2533118887
90,1956878516
91,272875613
92,176244695
93,1176969710
94,621822664
95,1828990651
96,2361240728
97,1981497464
98,2238628224
99,4113009567
100,1412300182
101,4180192338
102,1234936291
103,2701185744
104,2015421488
105,3701695659
106,2920934016
107,1368714733
108,1890863034
109,1639874893
110,1446120061
111,3229892409
112,1849984060
113,2259376419
114,2299451146
115,1152559909
116,2466650951
117,13285003
118,3870307737
119,2240032418
120,509530949
121,2570384439
122,605054238
123,1292098207
124,697064017
125,3041242072
126,3909750693
127,918994070
128,1471011789
129,3331381900
130,3409105731
131,455788342
132,380885983
133,1325112655
134,1861314596
135,1501229061
136,2726265675
137,3295555946
138,827429429
139,169316494
140,2917299643
141,3057200199
142,2373112380
143,819347543
144,463831368
145,3451478127
146,1311092498
147,2914334633
148,1182377544
149,86587662
150,3500494051
151,816510630
152,3475631189
153,3632117112
154,2391457147
155,1797553050
156,142770317
157,3712656054
158,3558166073
159,737397599
160,2028415241
161,567113308
162,942609510
163,2967304918
164,1249862503
165,3285664274
166,432242232
167,2516087491
168,2702472007
169,3000682785
170,98681523
171,2920883471
172,3429427311
173,3132836255
174,276787280
