universe_id,E,I,vacuum_energy,quantum_correction,entanglement_entropy,information_bound,scale_factor
156,0.7309420539534677,0.2097606449909511,0.7097272389246233,9.5231185495227e-08,0.14539499966791336,0.05203536810970041,1.0
145,0.72,0.23141863060101217,0.7006621414032729,1.0506389575016382e-07,0.16040717133013507,0.06381566554201966,1.0
101,0.766,0.1564102007435491,0.7396810213769559,7.101012127893286e-08,0.10841528965620613,0.031192205659433606,1.0
127,0.766,0.1692738157159167,0.7406663742838392,7.685019344130423e-08,0.11733166810611143,0.0353229038260933,1.0
141,0.72,0.17631781837051436,0.696694882922677,8.004816569895914e-08,0.12221419868600256,0.03780332484075375,1.0
139,0.766,0.14296915357038859,0.7386514371634918,6.490789530297552e-08,0.09909866570435669,0.027376596237310848,1.0
42,0.7237394333907236,0.20767330242028964,0.7025825975435914,9.428353343424426e-08,0.14394816405019661,0.05101530545687149,1.0
15,0.7518109437172068,0.236520534575426,0.7320022691621114,1.073801565710971e-07,0.16394354168548758,0.06693239023217389,1.0
126,0.72,0.15320293436366014,0.6950306112741835,6.955402459516749e-08,0.10619218200768138,0.030237431496917575,1.0
65,0.766,0.22632828774456076,0.7450367468412334,1.027528836686652e-07,0.1568788145311023,0.06084121527762215,1.0
