universe_id,seed
0,1102354437
1,439885105
2,2748780287
3,3087714281
4,2903329228
5,2175758859
6,3261850755
7,440443351
8,4280155883
9,942077822
10,3715805356
11,3463642096
12,3613600030
13,1400813845
14,2520441349
15,301199538
16,3533502121
17,3428119705
18,915047319
19,3507919343
20,4151576670
21,2334115774
22,2630316103
23,3093054192
24,3061050055
25,461552345
26,935138228
27,1426929523
28,1122162664
29,2599577586
30,1305493426
31,430185574
32,1514127958
33,2557926486
34,1610600853
35,828369529
36,386574131
37,1871150160
38,625833288
39,4146606561
40,1598513266
41,3366200578
42,3170423439
43,2343651925
44,3300180193
45,1351675374
46,2315273772
47,1195013259
48,2768229443
49,3322082341
50,2404066735
51,4144546978
52,1606043502
53,4143728305
54,2508958285
55,3466916249
56,1285571515
57,1453669799
58,1259364622
59,1023596626
60,2464301640
61,3955951305
62,1320521994
63,1259601429
64,3685655886
65,1723183101
66,3712537205
67,4054556790
68,3259358702
69,3575110541
70,3816519410
71,1857662367
72,467337236
73,159623047
74,977246716
75,1176246111
76,1380837579
77,2187021152
78,2244306588
79,738459010
80,45116055
81,1607402861
82,4259462242
83,4029455720
84,1140206378
85,2529967444
86,1169301136
87,1860510485
88,1376593440
89,1216461979
90,998646786
91,2054710246
92,1158254573
93,2369628165
94,439039097
95,2426717614
96,2527333088
97,715672002
98,3245759195
99,1271766872
100,910030293
101,4279489101
102,731855629
103,4012566434
104,3211836390
105,963156636
106,181137315
107,160526559
108,4282784658
109,1283537292
110,2866031161
111,3637220522
112,4291185181
113,1195395681
114,3268641434
115,3013027652
116,2558176420
117,317616785
118,3235288073
119,756687382
120,1926075997
121,2687681740
122,2795056864
123,1573415683
124,947431336
125,551499086
126,4213501183
127,2967091626
128,174473322
129,3286888741
130,2333455173
131,708815958
132,3115832104
133,2984940204
134,170760707
135,974047426
136,727401932
137,123216552
138,2137743471
139,2581164270
140,2797177334
141,2478352390
142,1344541817
143,3476777329
144,762763625
145,3179017816
146,23544496
147,4280500382
148,2310689459
149,3104874111
150,252636077
151,1395674549
152,1268186126
153,1763784930
154,586380065
155,615248777
156,3756817510
157,600976064
158,3224156792
159,1947605172
160,1144426546
161,2043532862
162,2157433952
163,1069885130
164,1335227026
165,1324541538
166,1545690204
167,587933913
168,2371631405
169,1836221368
170,1973364728
171,480310054
172,2852606369
173,2731386343
174,3368505863
