universe_id,seed
0,4172357982
1,1115255075
2,1545744794
3,655310590
4,2374848010
5,1068223299
6,1912751457
7,4279489329
8,2359571253
9,3442172161
10,1306370989
11,3507989766
12,1218393652
13,799995497
14,1662048015
15,3671774766
16,1798209445
17,1523955902
18,4156070687
19,3260042654
20,94625082
21,9170398
22,551989497
23,3100933084
24,3362318890
25,2699612263
26,448346530
27,3288948951
28,2662501921
29,1200341366
30,834750646
31,2767953326
32,1524637024
33,588957216
34,3585679415
35,3844053801
36,211633578
37,2792660524
38,3930714549
39,3944498687
40,2661890126
41,4089021135
42,476259349
43,3408492564
44,2891288670
45,2271592195
46,1094908041
47,840078926
48,2082537364
49,2781355247
50,1187169676
51,593170082
52,905532313
53,374644135
54,4219969413
55,1402641406
56,3908741112
57,3067892727
58,3700489904
59,3375492416
60,118385695
61,389038608
62,1376089896
63,3357011346
64,4260433656
65,2661987255
66,2806284258
67,3781953318
68,280602041
69,1169774015
70,1242344499
71,2960296608
72,814998230
73,3131217736
74,620847802
75,3008899649
76,273338581
77,1604181536
78,2646580751
79,1727271934
80,1789963282
81,2103077986
82,2323528519
83,3865973864
84,1336937455
85,744528866
86,3486979431
87,3305182817
88,676798078
89,519387671
90,469750646
91,1818827901
92,3443957482
93,3748176248
94,3168216359
95,1399610689
96,4018778785
97,1030812200
98,3778830007
99,4168633367
100,2388089067
101,1772221115
102,4161022236
103,477817219
104,527371199
105,2516648262
106,1566112397
107,396201024
108,2264547014
109,1065686813
110,882726126
111,3067065855
112,1886529759
113,1355841291
114,1665096111
115,96763803
116,422808866
117,3836504363
118,745335338
119,3465710739
120,3171593592
121,1676349771
122,3193848631
123,3958399150
124,2661693139
125,435564247
126,657340351
127,1662517115
128,108847327
129,3461315851
130,2859516526
131,698354826
132,3023551831
133,2793705581
134,2536326962
135,3057232301
136,2650561607
137,1919696644
138,573229940
139,248444769
140,1472282103
141,2977445872
142,3577155120
143,4246209384
144,530612349
145,3634638176
146,470371898
147,92552177
148,169348392
149,271558482
150,873117617
151,134217155
152,2730798683
153,2277068714
154,1452429957
155,547284346
156,1618321474
157,2875771521
158,1473504742
159,80767565
160,2768572730
161,2086490721
162,2535454271
163,1987709534
164,1317819219
165,4171791830
166,11244378
167,3696752235
168,3954659610
169,1505379469
170,3442781301
171,27802021
172,1178430619
173,798811030
174,1831655811
175,384350496
176,849891310
177,3583628985
178,1820767773
179,2875149750
180,4134201792
181,3918169263
182,2902751836
183,3115675735
184,664388679
185,373628350
186,1963773981
187,1246523299
188,1226395135
189,109519142
190,2527465045
191,2252790583
192,302855951
193,3908579625
194,1100451734
195,2190627921
196,143520220
197,2230749431
198,2979744351
199,1980152636
200,3577579022
201,486122447
202,1194513096
203,4101093804
204,4036723107
205,3569222206
206,2069273040
207,3393332262
208,2549703775
209,3217965597
210,4162440706
211,3508130368
212,3738282379
213,2204411931
214,1367358441
215,3612591519
216,751640491
217,1832097892
218,1615550819
219,2078039061
220,1802554226
221,3640457534
222,1978123156
223,1389643256
224,2146470425
225,3055673885
226,1006812707
227,3009966518
228,1532708645
229,3992562101
230,1257987399
231,1922725301
232,242088122
233,290707055
234,2531749136
235,3695535408
236,4174472594
237,3777018194
238,1416069220
239,3296548194
240,2398185945
241,1319766033
242,964362820
243,2813024964
244,323800409
245,4121415154
