universe_id,E,I,causal_scale,entanglement_density,error_correction_threshold,holographic_entropy,comoving_distance
156,0.766,0.4582890463491788,101.32000000000001,0.1708059506503223,0.09791445231745895,33728.79887009603,100.0
145,0.7551065689892901,0.294409203877526,101.1021313797858,0.10949422609441879,0.0897204601938763,33057.645848536624,100.0
101,0.72,0.43962103071060643,100.4,0.16237315716793144,0.09698105153553033,33059.93778282047,100.0
127,0.7495512575426186,0.3523369659065672,100.99102515085237,0.13089572441361066,0.09261684829532836,33170.638692718276,100.0
141,0.7408056953593241,0.4068738927920184,100.81611390718648,0.15089713292476323,0.09534369463960092,33229.979286240196,100.0
139,0.766,0.2809266265755917,101.32000000000001,0.10470234865415527,0.0890463313287796,33156.79121596209,100.0
42,0.7629709206681479,0.4035525556633092,101.25941841336297,0.15031668052310432,0.09517762778316546,33512.15804267113,100.0
15,0.766,0.33282224387600445,101.32000000000001,0.12404402901548035,0.09164111219380022,33324.158634323525,100.0
126,0.72,0.3642038086021099,100.4,0.13451795552119125,0.0932101904301055,32821.10835947977,100.0
65,0.72,0.5182642428550074,100.4,0.19141987184641943,0.10091321214275038,33308.98319288724,100.0
