universe_id,seed
0,1296820548
1,1070891955
2,2483405567
3,1758033817
4,1573557242
5,391760416
6,1123784678
7,2733490178
8,3758367873
9,27763498
10,240310101
11,1122779886
12,1624325531
13,1212152894
14,388604094
15,3409308321
16,2929785584
17,32503596
18,801479040
19,328506095
20,2259715947
21,157861152
22,1071311382
23,2339705873
24,4037004741
25,3290150948
26,1324984634
27,4287779863
28,1796622583
29,1539848832
30,2121604306
31,4030201098
32,2150981868
33,163066503
34,3041357313
35,3031523449
36,155547825
37,631135931
38,632364095
39,837659532
40,3730441494
41,1987174540
42,3355353472
43,3335696779
44,2159597035
45,1508460039
46,1157877264
47,1123845523
48,262129573
49,4102182631
50,1030797698
51,1208769896
52,4265896673
53,1898328293
54,3697044048
55,2391781115
56,2676883920
57,478547717
58,3975903963
59,3013478905
60,18661395
61,332003306
62,1596622175
63,421715360
64,1656469034
65,799466635
66,381669399
67,1580991385
68,2332355250
69,3602017732
70,2377592888
71,3223220448
72,2340846631
73,3736039949
74,1012066016
75,1450731798
76,2015488455
77,3173333279
78,3254423543
79,602832516
80,632499259
81,3314855365
82,1736960552
83,1596030786
84,3994565027
85,333226581
86,3561473489
87,455728974
88,471441524
89,1138490571
90,1493085775
91,2133926826
92,1192474727
93,811984452
94,2577017050
95,2034441672
96,1447372420
97,4134787063
98,133529765
99,1992162820
100,1711732333
101,1252875701
102,2748334049
103,1167544225
104,2910425423
105,4181154079
106,2441291040
107,1076857255
108,94352577
109,1258531632
110,412085620
111,3118298697
112,417540261
113,1179273391
114,290678464
115,2111966514
116,1003326007
117,2288115237
118,385230096
119,1743576587
120,1218393551
121,3862724667
122,2441878026
123,2045179815
124,2599333101
125,3855995593
126,3251438148
127,673018629
128,3387545352
129,861753512
130,1070203758
131,2536693043
132,2571741456
133,594051551
134,3123093810
135,161325707
136,2516129486
137,2041693151
138,2337538978
139,1089641510
140,2431279247
141,3197526483
142,1913783150
143,1416158030
144,546332999
145,1166766764
146,1461525785
147,278705538
148,251993307
149,270439392
150,3095188620
151,3654404159
152,1669115296
153,3224751913
154,1793476252
155,166609856
156,409511963
157,1697146089
158,3486227647
159,3205098958
160,2227259453
161,2764016536
162,4278767062
163,3182439816
164,4039824831
165,2959557837
166,998342798
167,723005783
168,1222891119
169,2346345715
170,1330240500
171,852128634
172,2687090559
173,2110003030
174,3771955435
