universe_id,seed
0,2399586109
1,121854094
2,2722290648
3,3610738759
4,2316165737
5,1033961707
6,1145003318
7,3073000613
8,1619441923
9,1378115571
10,2830600570
11,1220395524
12,2147769999
13,2307598733
14,2986114239
15,19683203
16,3123738446
17,4164190581
18,3896146760
19,2215729190
20,1361783544
21,2214459803
22,1812603594
23,1151757861
24,1527880305
25,3477821186
26,1399263610
27,2856505368
28,354014279
29,912073397
30,3719801524
31,278773404
32,3927748446
33,2853620348
34,1251839733
35,2436166671
36,1165686991
37,3636745976
38,1074199758
39,1350540580
40,2107537244
41,579425981
42,3232181061
43,3489344256
44,3972649514
45,4066846787
46,2059654593
47,2362345811
48,607849417
49,2296912746
50,2895797716
51,3584697513
52,823130824
53,2224628758
54,1462600883
55,1899795378
56,3221737190
57,317137794
58,151203299
59,598460101
60,2564432170
61,4185545244
62,3323053004
63,832988286
64,3349734363
65,2655193220
66,463675168
67,2348217878
68,3541676836
69,2775610476
70,3667449526
71,51853973
72,522007636
73,3426746282
74,1226847102
75,3214924359
76,3090234716
77,1713210074
78,1821541715
79,1210680223
80,648662158
81,2999471287
82,3823679723
83,1268916001
84,4207343626
85,3372535244
86,3449396193
87,2186194772
88,1333781101
89,45750650
90,2669650069
91,1072939260
92,725793725
93,2313218505
94,3410480216
95,3355819410
96,256992742
97,3379791913
98,1981425120
99,281278342
100,4015270083
101,1860373626
102,1610453799
103,3356970514
104,2238094582
105,367273699
106,1707163794
107,1692420828
108,3009417149
109,1193356446
110,56277939
111,2851319535
112,2882015806
113,1517267610
114,440282313
115,2109155874
116,4084373458
117,4139159552
118,604908272
119,2141850392
120,2943951490
121,3568125519
122,4264712645
123,1220686987
124,1777696177
125,188844294
126,2408855896
127,3967686788
128,4249754957
129,2963837567
130,1145836304
131,2119431374
132,3354351254
133,3614510526
134,3795239697
135,3917757420
136,3968065592
137,2426998582
138,1576197633
139,177898736
140,2880870745
141,4106270834
142,2566058165
143,3348444906
144,667955777
145,3849483349
146,2399030138
147,1853818257
148,1976281105
149,3851138557
150,2361406196
151,3800928834
152,3350363390
153,461541629
154,3709493709
155,889476750
156,2922257325
157,2389402987
158,975239486
159,1105308454
160,3107659939
161,846817742
162,3997813285
163,1953807072
164,1098530406
165,2880037811
166,1136244612
167,3329629467
168,2537150720
169,1079156881
170,3523555933
171,216927142
172,2171846487
173,3492657269
174,341709204
