universe_id,E,I,causal_scale,entanglement_density,error_correction_threshold,holographic_entropy,comoving_distance
156,0.766,0.09630388175843344,101.32000000000001,0.03589279780109004,0.07981519408792168,32561.368446598415,100.0
145,0.766,0.18558900396100386,101.32000000000001,0.0691696790580788,0.0842794501980502,32849.31993804373,100.0
101,0.728188465060694,0.23340366026112402,100.5637693012139,0.08634712330636458,0.0866701830130562,32512.70205640669,100.0
127,0.72,0.1310686136303733,100.4,0.048409932906046546,0.08155343068151867,32082.821498483754,100.0
141,0.766,0.14020599697748914,101.32000000000001,0.052255271626915165,0.08201029984887447,32702.95619652891,100.0
139,0.766,0.1014791123853777,101.32000000000001,0.03782162458434327,0.08007395561926889,32578.058969507947,100.0
42,0.766,0.14070444582880126,101.32000000000001,0.05244104527910509,0.08203522229144007,32704.563732998635,100.0
15,0.72,0.19002829322938777,100.4,0.07018657381566598,0.08450141466146939,32269.533576777052,100.0
126,0.735005194898567,0.09792466110079612,100.70010389797135,0.036275797520876965,0.07989623305503982,32169.316691352677,100.0
65,0.766,0.22602670841955183,101.32000000000001,0.08424095472390934,0.0863013354209776,32979.73469273315,100.0
