universe_id,seed
0,3100453613
1,1669419418
2,725523141
3,3001578003
4,3620803166
5,2923122605
6,14847474
7,1214765536
8,3130079873
9,1902528491
10,4242424844
11,2909672376
12,2033908862
13,1496052112
14,3552697030
15,2007417191
16,990923980
17,3597786598
18,3139533639
19,3213105910
20,1761380037
21,3435597209
22,1796305058
23,1777970481
24,3993287930
25,1366254338
26,1773908218
27,1100755776
28,1031323328
29,155192768
30,2690281322
31,2595129926
32,2260056069
33,1828338387
34,2819067338
35,785594620
36,4092908915
37,3712949582
38,2841532208
39,3087396059
40,2053444703
41,4058610195
42,2280127960
43,466614171
44,3190068794
45,3818796232
46,984341510
47,3227683867
48,2101540400
49,4286398862
50,3097588737
51,571424042
52,3708104766
53,4012020418
54,2757677838
55,2336748810
56,2668887029
57,4149919237
58,50409655
59,1208504426
60,600542329
61,2847124405
62,2616378457
63,2426771049
64,3094646617
65,3595300130
66,1902250175
67,4151824697
68,1890632241
69,1655832140
70,263953297
71,3596084340
72,1726683160
73,1928103456
74,2937729246
75,2229908443
76,4075856290
77,304310765
78,3845456291
79,3130899799
80,745799584
81,927527750
82,3680672393
83,712009376
84,1158196057
85,297419863
86,2901317798
87,3897722656
88,1211421137
89,305219675
90,3535729784
91,1967623682
92,3427129324
93,1777325317
94,3349295487
95,1169478632
96,1957284106
97,4054306503
98,4254982642
99,4006728046
100,2438671141
101,575104538
102,1284500205
103,2464383206
104,401704437
105,3574558446
106,3397008633
107,2302714539
108,2235760015
109,3046740694
110,3664136012
111,758556560
112,3849556022
113,2998227027
114,1027759488
115,1603277837
116,3975073712
117,2722670716
118,1172668178
119,2807940404
120,3176291648
121,1305028291
122,31321846
123,232795718
124,906518682
125,2916914915
126,503462968
127,859845048
128,4129101627
129,3380626006
130,4242166154
131,1811850127
132,1180723002
133,706022661
134,2664394562
135,206611495
136,435212336
137,3845501294
138,3159372675
139,2217144285
140,1279405222
141,3212473611
142,2728808961
143,3128149657
144,2762606236
145,1899585108
146,1710586611
147,845962478
148,4159943230
149,591456084
150,3951647326
151,173658247
152,3333743311
153,3649454333
154,2128202703
155,1248942776
156,3849977406
157,2347312947
158,3254496656
159,1396456435
160,2277101065
161,2757964195
162,665492357
163,1940781671
164,2272512692
165,1080396700
166,3387985498
167,3915340975
168,3408369659
169,3012061591
170,3096749404
171,140345243
172,1283775806
173,1757832186
174,129280288
175,2801584178
176,950191487
177,3522737916
178,3650244203
179,1033644056
180,990768135
181,2306065985
182,454410838
