universe_id,seed
0,1552179872
1,4017225178
2,2044155609
3,1884963644
4,2083633629
5,1881000160
6,1395935658
7,876156961
8,1518438695
9,2827570634
10,1424726018
11,264984215
12,3488995705
13,609418922
14,2900162588
15,2503438867
16,321763598
17,314860022
18,1928636165
19,354760325
20,1119806055
21,274015174
22,873164074
23,1515724821
24,1742793786
25,1265881469
26,3225489818
27,882190328
28,2650597444
29,2913545358
30,2080903809
31,648233472
32,2099274402
33,590497102
34,4233973260
35,140496300
36,4132027614
37,1624237376
38,814455944
39,311911719
40,516870175
41,2701253995
42,1445932748
43,3818058754
44,309358756
45,2679027776
46,229069106
47,917005533
48,2128476537
49,3467342470
50,2017814976
51,1461358817
52,1016666974
53,982452
54,3529184961
55,3408377947
56,488254421
57,2617246819
58,586044937
59,2818730892
60,372437110
61,315157210
62,2298341306
63,2407482182
64,1775880665
65,3702984042
66,1710414408
67,811232229
68,2859140506
69,1094298492
70,4291413476
71,3416497503
72,3732871346
73,1174372720
74,4054518635
75,2812288520
76,4242910544
77,2118709239
78,3788485823
79,1996771915
80,3625517388
81,3342462209
82,20825293
83,2097343333
84,2971200582
85,1415413539
86,975803526
87,3280681872
88,3852488188
89,343133194
90,2785835017
91,756600987
92,4185694650
93,1999706428
94,1661422697
95,1056022557
96,1966217007
97,3978143100
98,2281261730
99,1523518
100,690827154
101,4058829127
102,2097603705
103,1706607412
104,4220914035
105,2466709276
106,2969255880
107,3082719123
108,2675306445
109,4093173902
110,606250415
111,624262318
112,1788759656
113,2531240595
114,2411202666
115,827918198
116,80481615
117,1139774804
118,3413015456
119,2381676116
120,316886402
121,782820855
122,2195113534
123,2636280407
124,1336173856
125,510208393
126,3218704227
127,1287485696
128,2938291273
129,657034185
130,1785686180
131,2004333875
132,504342393
133,2534974577
134,87917879
135,1535445841
136,4185094658
137,1891429961
138,3140360805
139,315842425
140,250425198
141,2736657130
142,3947805644
143,3892141051
144,892588910
145,442889946
146,4109607748
147,2554659989
148,3782420366
149,4271938404
150,2166952624
151,684118452
152,44047203
153,1228520385
