universe_id,E,I,causal_scale,entanglement_density,error_correction_threshold,holographic_entropy,comoving_distance
156,0.72,0.252670993657931,100.4,0.09332353117565903,0.08763354968289655,32467.908955789688,100.0
145,0.72,0.35812904566116566,100.4,0.13227425385802588,0.09290645228305829,32801.87094805629,100.0
101,0.72,0.41709429329233977,100.4,0.15405295130929783,0.095854714664617,32988.600659058306,100.0
127,0.766,0.21282752193917764,101.32000000000001,0.07932157117644954,0.08564137609695888,32937.166285599604,100.0
141,0.766,0.37332019043246956,101.32000000000001,0.13913775712455795,0.09366600952162348,33454.76767448308,100.0
139,0.766,0.22658590480116947,101.32000000000001,0.08444936919578754,0.08632929524005849,32981.53814473194,100.0
42,0.72,0.4255255097233576,100.4,0.15716700440283987,0.09627627548616789,33015.300430038784,100.0
15,0.7592880735899284,0.3635580480895207,101.18576147179856,0.1353220693038931,0.09317790240447604,33334.77787892622,100.0
126,0.766,0.23593145198982682,101.32000000000001,0.08793248773117979,0.08679657259949135,33011.678264216134,100.0
65,0.72,0.24062879480309057,100.4,0.08887576887424256,0.08703143974015454,32429.774013559676,100.0
