universe_id,seed
0,1795393556
1,89962317
2,4265621727
3,27978206
4,1212343059
5,4245423592
6,1297206017
7,4158465445
8,925483012
9,2155925138
10,3793980057
11,2299844561
12,637289969
13,1747319891
14,3025690944
15,125436415
16,880802594
17,3378641333
18,302153466
19,3788183545
20,2828456472
21,1025852815
22,123597175
23,3228572898
24,3454629578
25,1574185537
26,3179977439
27,2172859269
28,3239668789
29,2987888506
30,1015879380
31,908237539
32,3076205218
33,1301755908
34,3095687415
35,507085370
36,438038763
37,116484511
38,1591493027
39,1213462296
40,3531092899
41,2338109978
42,946747376
43,811764049
44,2374603876
45,3244565302
46,1219277045
47,2450133347
48,1895684538
49,305444953
50,511295602
51,3188931818
52,1052731222
53,3946307317
54,1134259796
55,1769989354
56,1889491098
57,2829481212
58,1775494438
59,2629361958
60,2584155227
61,1659408245
62,479813966
63,844914326
64,598364083
65,3634731104
66,57792173
67,1709636257
68,2250506542
69,3506431588
70,2222221785
71,140839361
72,2485666837
73,4099769744
74,4252250923
75,2660138141
76,757008044
77,1941400099
78,820128633
79,1987680871
80,2967546600
81,1076624421
82,816942123
83,3064110306
84,2380302058
85,4124685258
86,2605060469
87,413124542
88,624335921
89,1462227065
90,945120406
91,3252925433
92,2265817888
93,438217494
94,1377963325
95,3078690592
96,1952503333
97,2600723244
98,2096057808
99,2550853229
100,2723824050
101,4195014501
102,571922960
103,3867902944
104,3270087951
105,3017753131
106,3843347064
107,1586286808
108,702978029
109,1970100102
110,2193793929
111,2881096546
112,3614132275
113,3764709809
114,2077996882
115,1324131405
116,997204367
117,2730037544
118,1217881072
119,3220232907
120,1051946453
121,493667477
122,806803042
123,3875229677
124,3960043157
125,3838387382
126,9780831
127,1685143523
128,464889567
129,3609003834
130,3371739955
131,3127916688
132,265317199
133,1289016061
134,2587240549
135,1855065309
136,2178321865
137,1294407015
138,2130706317
139,3611561653
140,3678943842
141,2220026756
142,1483838109
143,1446318034
144,3043574772
145,262476299
146,2643998578
147,4232425998
148,3520799703
149,426282083
150,2305932055
151,664418255
152,2356958789
153,3633262105
154,2613759517
155,1820640136
156,3676104921
157,398731638
158,2031328990
159,1921914658
160,828815460
161,1072308052
162,1797744242
163,2170417573
164,3718755151
165,2125724235
166,1236068229
167,3948227795
168,517060170
169,2419310356
170,1461707490
171,235196053
172,537249304
173,3723372627
174,1438972332
175,2604320365
176,1918153855
177,2354971201
178,157674170
179,919848758
180,2222789919
181,3252310440
182,1219821368
183,299328359
184,2189118090
185,1238500835
186,1440367790
187,2953105333
188,548313711
189,2461901344
190,3266413386
191,1619189606
192,2484095343
193,1901139702
194,3463723079
195,1061446301
196,568016765
197,3926107028
198,1266825341
199,233595641
200,2910675657
201,2484664563
202,2989792196
203,964790762
204,2289815401
205,873404980
206,1203552992
207,363569708
208,3846290965
209,2053799371
210,2604918620
211,4265032532
212,2945628007
213,2961676017
214,3507168177
215,3384826517
216,633394333
217,192825560
218,1766949675
219,2435885761
220,1013653508
221,4190752203
222,1814259384
223,3111746356
224,2328942599
225,4215011658
226,2800306090
227,780086883
228,3564240595
229,1669896763
230,2540065991
231,2750026090
232,366494991
233,1161532614
234,620437036
235,3372509752
236,2389068316
237,1271435781
238,2220969821
239,1011922791
240,863492409
241,1687386003
242,1420499227
243,859078428
244,3581384932
245,2680566926
246,3434502254
247,2771693252
248,2256651225
249,3844938693
250,1407141554
251,931558535
252,3772127548
253,726598962
254,1214382333
255,2549627100
256,598191620
257,3205451967
258,1274729440
259,3657842386
260,1662127504
261,1096164284
262,988760333
263,3539499651
264,3603196240
265,2193933764
266,2994846684
267,2997143315
268,4044168882
269,3559109764
270,2319023729
271,2720431030
272,332011283
273,453459533
274,2266814201
275,3545946488
276,2169394922
277,1452607319
278,277145562
279,1062975787
