universe_id,seed
0,2998798157
1,3303049920
2,2566048346
3,2484319055
4,1574895070
5,3437835687
6,2659312484
7,410425398
8,3516655254
9,3884330718
10,49887163
11,1961729078
12,2113705234
13,585685459
14,2025318660
15,173193547
16,3843261639
17,3115245046
18,38058043
19,2669575958
20,2721018563
21,2493287791
22,4277074332
23,719015495
24,1692060056
25,179369507
26,3750330547
27,848001667
28,1335838470
29,1254914298
30,237697649
31,1942733134
32,3264711298
33,1637137381
34,2990487989
35,604715461
36,1891204355
37,603154655
38,3121422053
39,2813526130
40,311274110
41,2269736607
42,818190486
43,1903042693
44,177679866
45,454043189
46,4081810153
47,2716185254
48,1560125865
49,1049012192
50,3591800946
51,3328335996
52,2365985280
53,3881399801
54,207690976
55,1810446109
56,2326480688
57,712662420
58,3786811498
59,1033647058
60,2513051665
61,917317006
62,1229786962
63,3991170619
64,976755327
65,1498086644
66,2834549508
67,1642433614
68,208009090
69,2986657279
70,2971424095
71,72420204
72,4148608473
73,1965292359
74,2364180057
75,3823926028
76,3981872701
77,1751672131
78,1090852124
79,2577913628
80,463242796
81,2603453809
82,1483661650
83,3182539726
84,2185440812
85,1406328470
86,3344884401
87,129366712
88,3272513055
89,2930441865
90,3169615014
91,1045297779
92,3115571520
93,3805765736
94,3261183298
95,74250521
96,1960192241
97,3057966845
98,1415618217
99,3509874425
100,445303244
101,3921362371
102,613582879
103,1533508939
104,2734642325
105,2629308110
106,3140298791
107,3357973916
108,957394566
109,3352850450
110,3156020487
111,964366483
112,1364041297
113,3095475229
114,3310111119
115,1560357939
116,866067210
117,3963803874
118,2704349056
119,3142411750
120,1798771316
121,453207481
122,323936498
123,2368564128
124,2440426634
125,908431875
126,133902423
127,874509911
128,2653302253
129,3141139527
130,275203190
131,337585537
132,3635371034
133,1876069433
134,633493247
135,2450704459
136,838336247
137,817406147
138,815954025
139,1208928184
140,3697986546
141,3708419492
142,678756763
143,3722071105
144,2679818010
145,1845127905
146,1255186941
147,426558808
148,3348864800
149,2430229844
150,1818177034
151,2454797155
152,3402963819
153,4186645631
154,1421730843
155,3763455399
156,4282739682
157,2424288860
158,2505650758
159,1124739701
160,2713907886
161,2981836467
162,274080760
163,1034308907
164,2902368014
165,2730100708
166,1501973199
167,2531406083
168,3319717152
169,3718913669
170,2511131491
171,2334363485
172,1989264740
173,1771787771
174,2905148143
