universe_id,seed
0,3328373038
1,2535780859
2,1739288367
3,2776173072
4,3003317764
5,4190314866
6,2226948814
7,2411904459
8,2994384455
9,382009427
10,1581809669
11,2546866909
12,299502100
13,904837986
14,2971607343
15,1836047530
16,3915786931
17,3218502250
18,2645123599
19,780413197
20,1044138030
21,89931849
22,951195610
23,4016596747
24,3380885286
25,3842029040
26,1549026905
27,79642576
28,3216224233
29,189420111
30,2404504599
31,3048405201
32,409815213
33,3555724820
34,2131035937
35,4283705086
36,542593769
37,2025294806
38,3050330031
39,3524503246
40,3526364991
41,4005568792
42,2743231598
43,2978949618
44,1756841594
45,1592095966
46,3322603731
47,4107698100
48,3864189986
49,3537146437
50,3657147601
51,2117717453
52,3834160309
53,1583704837
54,1889075568
55,3234843047
56,3570566351
57,406129944
58,2626332698
59,3252023321
60,4030557619
61,954657280
62,3110502877
63,3226107445
64,2327377885
65,3278161583
66,1055113648
67,2949683117
68,2881170851
69,4243288277
70,2388263147
71,2833145698
72,2846496355
73,230705667
74,1634687719
75,735109873
76,1133871599
77,2771046016
78,3531177246
79,2442241544
80,4020057022
81,2532391622
82,2983297546
83,108075074
84,2648656706
85,3449519813
86,686697616
87,2658734783
88,3456412828
89,3379394384
90,1133835897
91,1618374222
92,2050203440
93,80091810
94,822005159
95,3261264986
96,516692712
97,1212423740
98,3494851527
99,4188105959
100,75175275
101,1553327784
102,3775305381
103,389182124
104,1734393860
105,3523338634
106,3280758796
107,2204785206
108,3425892560
109,937549292
110,1434586724
111,4224695711
112,395791341
113,1369275409
114,238250347
115,4275148972
116,2974837971
117,3308235827
118,2601138146
119,971558383
120,1108876421
121,917201284
122,1926131752
123,2837364902
124,777241376
125,4181758511
126,2295349663
127,3872027209
128,2638679551
129,606345344
130,1068173260
131,2929641172
132,2243576328
133,2897782955
134,2119680972
135,1693144598
136,3316270722
137,1020084367
138,2504448122
139,1935845135
140,3050124173
141,3784655176
142,3770123453
143,937065601
144,1783901803
145,517602304
146,1389345107
147,1194186551
148,2393415650
149,4217774965
150,695194144
151,1330442574
152,357018372
153,4041233917
154,288136328
155,709934068
156,1447515255
157,969122907
158,638203114
159,825080533
160,44165725
161,527982434
162,3734357198
163,3660333242
164,1338053318
165,2083906691
166,1832270382
167,2643966468
168,251960529
169,4022677271
170,3179886884
171,2191816161
172,4164701679
173,4071591939
174,539489666
