universe_id,seed
0,3471768340
1,947598652
2,2400678182
3,114673270
4,3977272632
5,2233791227
6,2482853967
7,3018486268
8,4187077920
9,1651893522
10,3130162797
11,2601778205
12,2446172764
13,4015885175
14,205625377
15,2925633572
16,1339618219
17,509134292
18,1665492402
19,2770828766
20,307477944
21,3759073030
22,1053872285
23,1928450998
24,3160048873
25,1417941018
26,2589710325
27,1724151555
28,281410737
29,1090209473
30,2915286583
31,2990956931
32,1785780184
33,3246126291
34,2645983859
35,2599046780
36,321076906
37,1342539653
38,1257936179
39,359621
40,2339744458
41,2092539999
42,3234937470
43,3107747759
44,3053681950
45,3161385301
46,2596363472
47,1778208147
48,159476484
49,3283859109
50,3580384072
51,1863102116
52,172607424
53,3238173263
54,2432684245
55,3227613633
56,729245791
57,2617328278
58,86013901
59,3694902096
60,3016362576
61,4003319023
62,3089517997
63,971102736
64,2239311143
65,1665080837
66,3287050701
67,2975903401
68,218099108
69,3300988512
70,2688502961
71,810132113
72,172507511
73,2682064837
74,3857271274
75,4240508920
76,352906522
77,3869683622
78,1275377957
79,3378519112
80,2717679639
81,3429089945
82,3472244363
83,4057261243
84,1509496115
85,2511298603
86,3954557145
87,3905835270
88,3455247167
89,3600974234
90,1169111574
91,3873421579
92,3555707770
93,475760202
94,1394519638
95,4014903376
96,2909774892
97,2121529293
98,1380987004
99,3529670763
100,2222864052
101,1477003275
102,423657465
103,129824572
104,2362175410
105,1489721954
106,1006419682
107,3201424787
108,379457877
109,385421500
110,813016628
111,2881481133
112,3985124406
113,4061000796
114,2627560940
115,2558119143
116,2154830525
117,1886352643
118,845241237
119,3450456169
120,292396355
121,3641964955
122,106742919
123,188648214
124,3954726916
125,2777673509
126,1402236563
127,2627676961
128,2097122518
129,3140288887
130,196498781
131,2443337779
132,2309452711
133,3852639715
134,4149584456
135,1918726679
136,231286521
137,1482883430
138,391420652
139,2698041166
140,2655193857
141,2373212217
142,2695125724
143,3216545008
144,1143007397
145,810499325
146,2501562037
147,694823371
148,2210661963
149,2696686060
150,4209960985
151,3097069582
152,998535989
153,2984318092
154,3691963888
155,3812919735
156,1551122120
157,2552289154
158,2075804425
159,3360206471
160,2852046257
161,3390910758
162,1471603659
163,1591262516
164,1239150856
165,2262092090
166,3034642946
167,1146853901
168,3531614756
169,3799675340
170,26792597
171,3351984449
172,2442253106
173,94175901
174,4160336341
