universe_id,E,I,vacuum_energy,quantum_correction,entanglement_entropy,information_bound,scale_factor
156,0.766,0.4684834529901938,0.7635858324990489,2.1269115860641174e-07,0.3247279845791405,0.42185440955117254,1.0
145,0.7503134965747998,0.5185467656772139,0.7517050854353422,2.3541986740309204e-07,0.35942922861763943,0.5462344580681827,1.0
101,0.7617334779381205,0.4814645648047633,0.7603215717864841,2.1858457425261591e-07,0.3337258056339427,0.45379362608062324,1.0
127,0.766,0.422824966278677,0.7600883924169467,1.919622377087696e-07,0.2930799332464189,0.3161005948583329,1.0
141,0.72,0.5593385462881705,0.7242723753327482,2.539393071493332e-07,0.3877039363381438,0.6441415505080738,1.0
139,0.7493082266666596,0.5298422437372388,0.7515443305401102,2.405480065086802e-07,0.3672586573880224,0.5740568233001447,1.0
42,0.7347536636329083,0.5405503404056347,0.7377331147503684,2.454094748750309e-07,0.37468094440288435,0.6000091909923648,1.0
15,0.766,0.5016984909777897,0.7661301044088987,2.2777076252336296e-07,0.3477508945124341,0.5042461253655778,1.0
126,0.72,0.5885718184511106,0.72637717092848,2.672111921785841e-07,0.4079668965164273,0.7080057664715026,1.0
65,0.7295658567774967,0.5418171496183913,0.7326166932364301,2.4598460536784715e-07,0.375559029637014,0.6030456222755406,1.0
