universe_id,seed
0,4133221336
1,3744808535
2,1144318529
3,948770990
4,196642839
5,3829109506
6,1505622303
7,3802658843
8,3188193653
9,49183934
10,1509792493
11,1097681250
12,3707929813
13,3253684989
14,133853409
15,771576475
16,2477234405
17,2087331423
18,3014660838
19,4080981315
20,1503940394
21,2894150349
22,4224507720
23,3397481243
24,1866065439
25,1533977397
26,3205554748
27,1701927951
28,840895776
29,3099807449
30,2805865600
31,1923043104
32,2698958957
33,2689945481
34,1223216869
35,3264427747
36,2848915947
37,1639245379
38,2351998527
39,3030135032
40,2364085223
41,3203392863
42,1861224543
43,1866962158
44,155817443
45,3608012623
46,2726618382
47,1919792164
48,3397260454
49,1259010931
50,1182337304
51,1733455563
52,422194868
53,1027696978
54,91592285
55,2343621344
56,2853528618
57,4073384145
58,2806025884
59,3336378324
60,3098786461
61,1687740364
62,3051967711
63,1916377368
64,2808078522
65,2817741184
66,2616944420
67,2746155356
68,3115931709
69,3231178929
70,2287808732
71,3948510413
72,4009776119
73,3504590220
74,3675481271
75,3000557393
76,3372011710
77,1410277682
78,1190401133
79,572313427
80,3901515400
81,3775287044
82,3602140881
83,3474637969
84,3895043618
85,2852642848
86,2290282751
87,2433512329
88,1261994489
89,3112909539
90,1841726791
91,1187338646
92,2794326168
93,797571007
94,96762650
95,3372480237
96,596337221
97,3924449928
98,1704574491
99,3561670144
100,2367519221
101,2315485353
102,2075932930
103,2832686307
104,1187080961
105,1771811771
106,1495512892
107,2732314648
108,853006142
109,3573668965
110,4006872341
111,2618918687
112,727381514
113,1098960688
114,1014305992
115,1564833079
116,433138054
117,3808486797
118,3416001388
119,269444839
120,2558679080
121,580168160
122,2765393188
123,487344710
124,3441906287
125,1841740779
126,3456478342
127,1231618087
128,3053354505
129,2082414438
130,2886123507
131,488730076
132,2275630439
133,446069845
134,2357931748
135,3407185857
136,1097482532
137,18942875
138,1858918421
139,1467038198
140,3492599778
141,2866554280
142,599906017
143,2495900585
144,470169688
145,435316125
146,3908878950
147,2420878637
148,2108342060
149,2675461498
150,2722828841
151,1832247091
152,3062255946
153,2016718827
154,2772892300
155,1860296720
156,3404222705
157,4214631106
158,357934669
159,75694709
160,3545723113
161,1894825939
162,2904627554
163,2756663758
164,3131123423
165,612599340
166,3813545269
167,2999927367
168,1581245778
169,2817829832
170,3192355323
171,2465295233
172,1696050888
173,4223019400
174,1201409250
