universe_id,seed
0,1680273794
1,518373578
2,4011777289
3,160001977
4,3914335828
5,2804844387
6,3281222027
7,1653460506
8,895415874
9,150610246
10,3108183630
11,4090566735
12,2610715892
13,2065525152
14,3147134535
15,3233750701
16,400808998
17,4285081314
18,2767140977
19,3277493356
20,2602577620
21,2095838950
22,3856763359
23,2840767748
24,1342071108
25,580623142
26,1128067307
27,4218894122
28,191788520
29,3144833605
30,1594392433
31,2647698352
32,654348744
33,1055498493
34,1668163060
35,816360526
36,586578639
37,1386194668
38,2707608736
39,11742605
40,15479450
41,132952998
42,1173677623
43,2156991672
44,3237876855
45,392770962
46,2265869068
47,2400210817
48,1514635820
49,3402259568
50,1715425797
51,3568338752
52,644194821
53,1661920073
54,2361898805
55,3628505011
56,1386563615
57,2911141160
58,4060160167
59,1491183632
60,627857818
61,3315544778
62,4001296505
63,2771318948
64,2629479351
65,759358278
66,3433926310
67,302826659
68,4054997796
69,419961754
70,3909015715
71,3294980503
72,1737544349
73,4053213707
74,3309624627
75,1014601230
76,3871458675
77,2100525590
78,2684872954
79,3551138748
80,57137544
81,458615760
82,3219890156
83,3095464309
84,2354729136
85,1705236103
86,822462910
87,1937281518
88,2772619398
89,3873242291
90,276467308
91,3050672370
92,3295826405
93,963813544
94,2296130689
95,3886477776
96,4089378789
97,169034230
98,3746916444
99,3131396651
100,2580505380
101,683113263
102,117165461
103,2495981194
104,3625004863
105,3477018943
106,3665848771
107,3963816137
108,3748693641
109,1558346634
110,3777353402
111,2728879873
112,3032152237
113,1370388245
114,902341802
115,4273201086
116,2782160528
117,3359647516
118,3353223030
119,2232712255
120,382847040
121,1414888146
122,53974731
123,330682168
124,1075563273
125,2350849618
126,2749488006
127,2722701246
128,1481208960
129,3380405876
130,479676175
131,3932940122
132,1383632911
133,3611291425
134,349244001
135,2833917324
136,1461328674
137,946058464
138,2230459862
139,3018794178
140,3318780255
141,3978909068
142,1527026683
143,1503663527
144,3538665646
145,1518138771
146,710723587
147,990371474
148,1061636005
149,556264944
150,1043729674
151,4228245938
152,1208349115
153,3265047857
154,2265668867
155,1071668632
156,3595061075
157,41806312
158,3071957417
159,16209433
160,3701129494
161,4104235684
162,3776118489
163,1162926669
164,264795735
165,3070983200
166,3630549739
167,1472712630
168,3680896043
169,1912330606
170,186961003
171,2495334580
172,2069305629
173,3961472342
174,2801677591
175,2799667922
176,137082818
177,1898678962
178,4053369815
179,3201671637
180,4183213595
181,1427997116
182,2712712204
183,1636771035
184,947220668
185,3258457062
186,1189560399
187,2885878439
188,1151796706
189,3197641213
190,2566142732
191,1504930285
192,1002118533
193,2540543585
194,999094803
195,3814168314
196,1890161103
197,1571323142
198,4098613297
199,624584835
200,3605046827
201,3783283890
202,171330555
203,2338111164
204,306401907
205,727422791
206,2296026827
207,3604731355
208,158234953
209,1695828871
210,200417510
211,319131108
212,325020474
213,1069530404
214,2748177753
215,3355296669
216,166504943
217,4194423075
218,2866501321
219,926479642
220,3155441598
221,3810079020
222,715677890
223,94438408
224,592954449
225,2155171672
226,1162493310
227,255795412
228,2013464274
229,4183287744
230,241433338
231,841609420
232,2395256862
233,177077350
234,2309136546
235,2556882262
236,951652723
237,3306695503
238,2636867887
239,3499024327
240,385867227
241,2528392738
242,77112121
243,2072901071
244,2975324751
245,2223854486
246,359090246
247,648294268
248,1415261840
249,280769306
250,2696728799
251,3778721333
252,2230606329
253,441699359
254,4152286594
255,238603798
256,1384466558
257,552407769
258,1718806451
259,1453575390
260,1805906194
261,3280395492
262,364284586
263,1530185723
264,3346924652
265,433820425
266,1234173107
267,3627385950
268,2528049111
269,4083713318
270,2974845442
271,3366981587
272,3576998251
273,2853514698
274,1368539918
275,1569475604
276,1209581982
277,846248060
278,271903695
279,2111560867
280,1506353247
281,2508014887
282,476118872
283,1162418616
284,3625467017
285,1046633196
286,4022820609
287,3351264381
288,4107423613
289,2764384344
290,4080424408
291,2883251478
292,1859954092
293,2329401529
294,2881948769
295,1403850422
296,3776285170
297,3561015446
298,2015007436
299,2828193019
300,869308237
301,15594042
302,3583020324
303,3221565842
304,4121057662
305,599517472
306,2973158413
307,640384162
308,3395510491
309,2920552968
310,2339384703
311,1042819900
312,1023248483
313,3975807414
314,2108633077
315,2623859025
316,356459083
317,2618134251
318,2987805083
319,3842634811
320,1134011471
321,2122915885
322,2982352839
323,2435295809
324,3975814968
325,1475012071
326,1475246975
327,2696265257
328,462461642
329,2769075334
330,1049752660
331,1979676336
332,4120585460
333,3205559167
334,2297232740
335,474518290
336,1201902940
337,4109346455
338,2909890272
339,2336184761
340,226259296
341,3883092273
342,3367799219
343,1367610467
344,3719578891
345,20546338
346,892896884
347,897158269
348,3668687146
349,1603739838
350,1747339536
351,158239234
352,1882349111
353,3966008291
354,3183100220
355,1672612382
356,1381166347
357,3633153294
358,975746283
359,2298167961
360,2171025802
361,4021177508
362,1763566811
363,2299099453
364,2082187660
365,446065358
366,4286907016
367,1861747685
368,1400753213
369,1198998455
370,1614993190
371,3175250996
372,2170370150
373,2442442120
374,292251215
375,89424136
376,1848842514
377,1922770091
378,413102693
379,2958747474
380,1612401535
381,2599768996
382,1800663686
383,3668679194
384,3571411441
385,2728361992
386,273810407
387,2921967515
388,1689877298
389,2971975010
390,3977699150
391,761947007
392,896550130
393,2880600654
394,2242376853
395,50419529
396,797265906
397,1138221606
398,2050159005
399,72123659
400,1470362047
401,1757167126
402,3176426090
403,285785112
404,984766078
405,620246350
406,2664265846
407,1998729710
408,303110014
409,2485336352
410,290776717
411,1833572846
412,3269570943
413,1757353141
414,3907992168
415,2783109677
416,1536416544
417,1077842411
418,1774210622
419,1304859719
420,4136651586
421,106085509
422,3043527669
423,774583377
424,430314590
425,3896168098
426,1986342715
427,530348952
428,3773403216
429,54017003
430,1160615714
431,1279084266
432,1207220178
433,815784889
434,2389371591
435,1591289977
436,1006002020
437,2620016728
438,3124351444
439,1354026255
440,3117965106
441,1887115954
442,2457330228
443,3722137295
444,4274886352
445,4193091671
446,3143443066
447,1832126503
448,1246047103
449,985174596
450,3534111086
451,1757094497
452,2019296495
453,2307836124
454,3180267544
455,1922482887
456,1607493859
457,3307238186
458,3723423657
459,850618527
460,3556272003
461,3501050523
462,350224497
463,2631107451
464,1022508387
465,4065958469
466,4239670759
467,2641013232
468,2697304455
469,63663895
470,466530611
471,37503302
472,3506337135
473,3121971590
474,1646306739
475,2443378951
476,3445351634
477,3723848298
478,4233322218
479,3770890830
480,346354449
481,2953555368
482,2373431678
483,2962589985
484,2273382328
485,2887075546
486,142870301
487,1915246047
488,3659403312
489,2575152778
490,3429807442
491,25718461
492,3669523023
493,2524530765
494,454346250
495,642818186
496,1530127997
497,726978303
498,1384607055
499,2403251891
500,2207176166
501,2587564699
502,3609517479
503,629396341
504,3999944523
505,4087766495
506,3427673350
507,384987167
508,3151143240
509,2556618434
510,4110315303
511,670483209
512,204110535
513,1667730658
514,4057942561
515,1678226268
516,2881047237
517,3492930389
518,3821192967
519,1286565024
520,863671929
521,3164893608
522,3241831018
523,4151305907
524,3113147225
525,135909671
526,3281828164
527,613248140
528,1754812918
529,296984283
530,1481317516
531,2259349631
532,708882846
533,1343607529
534,1109802806
535,203972769
536,1471972107
537,1400010340
538,1170763972
539,1981667143
540,344264584
541,1234276190
542,2674132820
543,402049177
544,3328953351
545,3317657207
546,3344753016
547,1165039256
548,1702439340
549,3028513760
550,132114545
551,727291350
552,972547703
553,3997431905
554,3048419955
555,336005428
556,234031966
557,935930208
558,1179779522
559,3323771213
560,1007862914
561,3119578069
562,2431524943
563,3321095636
564,335972604
565,306902661
566,2941535049
567,1859376994
568,328689220
569,3989619181
570,1513505943
571,4145172919
572,399120273
573,2243377564
574,1508006148
575,3300627015
576,3955543501
577,2505304257
578,3649050643
579,1401796716
580,2614011068
581,2453265152
582,4230276098
583,1414136442
584,3627664297
585,1095446101
586,1793913856
587,318737121
588,1032156688
589,4281056022
590,26234562
591,2126937158
592,1503342342
593,1262507713
594,3442049311
595,4015357830
596,2479347801
597,4048555126
598,543861685
599,4291042930
600,952222548
601,1681601283
602,936774505
603,3064649924
604,2378459300
605,217341868
606,645074699
607,885092532
608,88066831
609,1119505288
610,1308531826
611,1019342752
612,4058539377
613,4045626291
614,4235895232
615,4170341685
616,3108174544
617,640198347
618,1873865867
619,1070110793
620,3476281526
621,447923756
622,3394318383
623,2695963027
624,2049697333
625,815749900
626,4130251122
627,3932131898
628,1252571919
629,1835684472
630,430565055
631,3215873055
632,4093943941
633,3907490755
634,1350216995
635,3236698925
636,3021876010
637,2670743756
638,2117196914
639,3299610015
640,97345183
641,2770056920
642,979634418
643,1765640169
644,473141207
645,61658536
646,191538410
647,4224281709
648,1001609509
649,1287667614
650,1731563097
651,2362491813
652,2870769376
653,3709616692
654,1623721484
655,862724641
656,1815055739
657,2348154130
658,2152575424
659,1683645373
660,3738604798
661,3973268994
662,2093737120
663,2917948422
664,2458458368
665,2400406076
666,2506557387
667,468086286
668,964346060
669,367150519
670,1866769017
671,71488422
672,1989758435
673,1015004715
674,1806082536
675,2444429969
676,4106751986
677,3360579861
678,1920125718
679,1187035247
680,1443833043
681,3675006247
682,1013404252
683,3372102609
684,3883710614
685,2320191572
686,2885420289
687,320672472
688,1985666018
689,3119117499
690,786220801
691,2442108346
692,1289215999
693,61959402
694,2944665736
695,1066063836
696,2576595846
697,4293154003
698,3212929889
699,3501037786
700,4286470508
701,3914362590
702,2987351958
703,1771035535
704,4161137549
705,2595014318
706,933711291
707,3409722948
708,1561695417
709,1176758544
710,2483501417
711,3647856136
712,1815897585
713,1364346928
714,504942838
715,2661892534
716,3033753817
717,1546080205
718,1081182680
719,2722925715
720,852925227
721,2963554723
722,3377588605
723,3450423994
724,935076027
725,2086873803
726,527173905
727,1273048276
728,3899653387
729,1549591677
730,3015761307
731,163986192
732,1712406790
733,2054109827
734,1853735264
735,3616728162
736,1562934863
737,2295139870
738,1892933937
739,222314939
740,3170771475
741,3151849615
742,681534805
743,1447316903
744,3826099034
745,3019544101
746,2457773743
747,1083545151
748,3211941010
749,1162552232
750,1469022520
751,1232740961
752,3035089090
753,17170122
754,2517013970
755,88820454
756,426961577
757,3138046864
758,1765724176
759,4121048793
760,3563839508
761,1766302260
762,3307294991
763,1932781689
764,1544483002
765,2501361217
766,3845888863
767,3921394669
768,4059690959
769,3633122244
770,957235143
771,3189870082
772,3986211094
773,2072485297
774,3519808870
775,2415891982
776,1151362199
777,3362467061
778,54737766
779,2435700355
780,393673182
